factor,axis,stratum,bin_index,bin_left,bin_right,right_closed,sample_count,unsupported_count,correct_count,accuracy,error_rate,mean_raw_value,mean_reliability,mean_pred_confidence,mean_entropy,nll,brier,reliability_gap
semantic,reliability,all,0,0.0,0.1,False,0,0,0,,,,,,,,,
semantic,reliability,all,1,0.1,0.2,False,0,0,0,,,,,,,,,
semantic,reliability,all,2,0.2,0.30000000000000004,False,0,0,0,,,,,,,,,
semantic,reliability,all,3,0.30000000000000004,0.4,False,0,6,0,,,,,,,,,
semantic,reliability,all,4,0.4,0.5,False,24,65,8,0.3333333333333333,0.6666666666666667,0.4771013042956535,0.4771013042956535,0.34989289482995883,1.5778925571345168,1.575042988340128,0.7784661790177755,0.1437679709623202
semantic,reliability,all,5,0.5,0.6000000000000001,False,125,204,65,0.52,0.48,0.5595161229113734,0.5595161229113734,0.44550939185087374,1.3291986323654588,1.2036491112603633,0.6297636836784475,0.03951612291137341
semantic,reliability,all,6,0.6000000000000001,0.7000000000000001,False,461,477,312,0.6767895878524945,0.32321041214750545,0.6599718011374277,0.6599718011374277,0.5526335517913656,1.026064835519245,0.810091535281541,0.46270323569576577,0.01681778671506684
semantic,reliability,all,7,0.7000000000000001,0.8,False,1401,489,1120,0.7994289793004996,0.2005710206995004,0.7593798732703217,0.7593798732703217,0.6704876466338558,0.7260922817030607,0.60858197753242,0.3375571408985763,0.04004910603017786
semantic,reliability,all,8,0.8,0.9,False,2168,300,2093,0.9654059040590406,0.03459409594095941,0.8539889689038264,0.8539889689038264,0.8628154813511517,0.44060105928520826,0.22140569847458452,0.08830576151038996,0.11141693515521423
semantic,reliability,all,9,0.9,1.0,True,122082,228,122065,0.9998607493324159,0.0001392506675841343,0.9968429391633739,0.9968429391633739,0.9981980465120431,0.009526707252201465,0.0022749615029074126,0.00035624563615042817,0.0030178101690420123
semantic,entropy,all,0,0.0,0.2564949357461537,False,121626,195,121616,0.9999177807376712,8.221926232876431e-05,0.008516273238136052,0.9971777874555855,0.9984498833969216,0.008516273238136052,0.0018586462348148568,0.00022491824557046273,0.0027399932820857398
semantic,entropy,all,1,0.2564949357461537,0.5129898714923073,False,2044,242,1993,0.9750489236790607,0.02495107632093929,0.3708173809982181,0.8771146210229954,0.8951584937717044,0.3708173809982181,0.16655826795212028,0.06012818777069942,0.09793430265606529
semantic,entropy,all,2,0.5129898714923073,0.769484807238461,False,1560,382,1335,0.8557692307692307,0.14423076923076927,0.634795893310413,0.7896346344054699,0.7282417486829355,0.634795893310413,0.4914071571586222,0.26066462927434736,0.06613459636376084
semantic,entropy,all,3,0.769484807238461,1.0259797429846147,False,664,391,516,0.7771084337349398,0.22289156626506024,0.881258632179903,0.7079592097310442,0.621631795919688,0.881258632179903,0.6795202666355706,0.37525131360927544,0.06914922400389556
semantic,entropy,all,4,1.0259797429846147,1.2824746787307684,False,269,361,164,0.6096654275092936,0.39033457249070636,1.125912376610271,0.6268832687340566,0.5010885923463094,1.125912376610271,0.9211992913771613,0.526176069723808,0.017217841224762997
semantic,entropy,all,5,1.2824746787307684,1.538969614476922,False,79,142,32,0.4050632911392405,0.5949367088607596,1.3954102157262602,0.5375742293246789,0.4244958352036592,1.3954102157262602,1.3892785215803551,0.7109762951539776,0.1325109381854384
semantic,entropy,all,6,1.538969614476922,1.7954645502230757,False,19,50,7,0.3684210526315789,0.631578947368421,1.5924663287753185,0.47227169397268737,0.3412168188428429,1.5924663287753185,1.5902674714611376,0.7787031158660962,0.10385064134110844
semantic,entropy,all,7,1.7954645502230757,2.0519594859692294,False,0,6,0,,,,,,,,,
semantic,entropy,all,8,2.0519594859692294,2.308454421715383,False,0,0,0,,,,,,,,,
semantic,entropy,all,9,2.308454421715383,2.5649493574615367,True,0,0,0,,,,,,,,,
range,reliability,all,0,0.0,0.1,False,7953,889,7605,0.9562429271972841,0.0437570728027159,0.04316592240688035,0.04316592240688035,0.926527124629547,0.21996736253697632,0.14789330678234086,0.06890111757055094,0.9130770047904038
range,reliability,all,1,0.1,0.2,False,3254,165,3192,0.9809465273509527,0.01905347264904733,0.15944765742319172,0.15944765742319172,0.9610920938475507,0.11985913484218862,0.06482433859268129,0.03154670995282664,0.821498869927761
range,reliability,all,2,0.2,0.30000000000000004,False,3750,109,3733,0.9954666666666667,0.004533333333333278,0.2639237770804632,0.2639237770804632,0.9689830943722236,0.09580123103625146,0.03796053628351377,0.01504065013859753,0.7315428895862035
range,reliability,all,3,0.30000000000000004,0.4,False,4532,60,4481,0.9887466902030009,0.011253309796999122,0.3604631468887618,0.3604631468887618,0.9765919732107244,0.06813071400344972,0.037193739954050196,0.019382360166591037,0.6282835433142391
range,reliability,all,4,0.4,0.5,False,5313,35,5246,0.9873894221720309,0.01261057782796915,0.453538865386086,0.453538865386086,0.9783947149493193,0.05490120003115131,0.03339571620351318,0.01831266677807473,0.5338505567859448
range,reliability,all,5,0.5,0.6000000000000001,False,8673,90,8632,0.9952726853453245,0.004727314654675463,0.555608145729232,0.555608145729232,0.9816923921797306,0.05213528077824059,0.02464543673937636,0.011416849190353745,0.43966453961609253
range,reliability,all,6,0.6000000000000001,0.7000000000000001,False,4925,69,4916,0.9981725888324873,0.001827411167512727,0.6631063501871012,0.6631063501871012,0.9962075713635542,0.013227479991491911,0.006063286451377854,0.002732521713269405,0.3350662386453861
range,reliability,all,7,0.7000000000000001,0.8,False,9646,184,9643,0.999688990255028,0.00031100974497200173,0.7615812260625789,0.7615812260625789,0.9979776313363713,0.007296177679201984,0.0027083816622171593,0.0009817478267397151,0.23810776419244906
range,reliability,all,8,0.8,0.9,False,20592,160,20592,1.0,0.0,0.8631481749956138,0.8631481749956138,0.9989586357769303,0.004726588272353353,0.0011250691239960817,0.0002123060592711869,0.1368518250043862
range,reliability,all,9,0.9,1.0,True,57623,8,57623,1.0,0.0,0.9451525935244356,0.9451525935244356,0.9999364131148827,0.0004927613237259798,6.401514209257646e-05,1.486247351968815e-06,0.05484740647556441
range,range_m,all,0,0.0,5.0,False,36704,8,36704,1.0,0.0,4.166392228894815,0.9571982709803287,0.9999872076084857,0.00018676274755263813,1.2792821892590819e-05,1.4537877912838284e-09,0.042801729019671275
range,range_m,all,1,5.0,10.0,False,44120,195,44120,1.0,0.0,6.791397369005787,0.8880305217946903,0.9993324884490952,0.0031570664356369467,0.0007156866538834185,0.00012335365500810123,0.11196947820530967
range,range_m,all,2,10.0,15.0,False,15422,268,15391,0.9979898845804694,0.002010115419530556,12.264168878072264,0.6855472683397638,0.9936996090234902,0.019141649135428367,0.008937723075261958,0.004125744865058685,0.3124426162407057
range,range_m,all,3,15.0,20.0,False,13062,85,12972,0.9931097841065687,0.006890215893431306,17.382549426993414,0.47118824896519207,0.982211743919464,0.0485701376086771,0.02532282198836052,0.012623270650876126,0.5219215351413766
range,range_m,all,4,20.0,30.0,False,8829,309,8700,0.9853890587835542,0.014610941216445794,23.98054311927523,0.24481166523317366,0.9643893136763005,0.10746598725286408,0.05456390220137066,0.026329754913415316,0.7405773935503805
range,range_m,all,5,30.0,40.0,False,5881,469,5781,0.9829960891004931,0.017003910899506924,34.38358274835651,0.05876768329209114,0.9476070419255609,0.17160705916092006,0.07739376804955697,0.03329326399328298,0.9242284058084019
range,range_m,all,6,40.0,inf,True,2243,435,1995,0.8894337940258582,0.1105662059741418,45.54623776875186,0.006805378201715035,0.871496188022799,0.3471887292609733,0.3274742630353001,0.15887095794624312,0.8826284158241432
density,reliability,all,0,0.0,0.1,False,0,0,0,,,,,,,,,
density,reliability,all,1,0.1,0.2,False,11950,1039,11529,0.9647698744769875,0.03523012552301252,0.11750309741540454,0.11750309741540454,0.9365738599995636,0.18988684812575785,0.12128013501267491,0.05691858266515846,0.8472667770615829
density,reliability,all,2,0.2,0.30000000000000004,False,2799,28,2726,0.9739192568774563,0.026080743122543715,0.221199216928595,0.221199216928595,0.9422955628246658,0.16189600893320086,0.093457921524328,0.046615759137539924,0.7527200399488613
density,reliability,all,3,0.30000000000000004,0.4,False,25910,301,25815,0.99633346198379,0.0036665380162099748,0.32147853268982146,0.32147853268982146,0.9886797849520097,0.03273630334816592,0.015218196636377246,0.007251865140728996,0.6748549292939685
density,reliability,all,4,0.4,0.5,False,15940,140,15931,0.999435382685069,0.0005646173149309597,0.4647385714810097,0.4647385714810097,0.9986698868084922,0.004261234999132148,0.0017888070690324903,0.00088149210738469,0.5346968112040593
density,reliability,all,5,0.5,0.6000000000000001,False,4045,69,4045,1.0,0.0,0.5692378339698675,0.5692378339698675,0.9954445371343353,0.019733940557495572,0.004863886849365889,0.0008940740312724547,0.4307621660301325
density,reliability,all,6,0.6000000000000001,0.7000000000000001,False,2706,39,2706,1.0,0.0,0.6371365491379851,0.6371365491379851,0.9983159426634808,0.007906852102510119,0.0017406147814566164,0.00018889893906239778,0.3628634508620149
density,reliability,all,7,0.7000000000000001,0.8,False,3097,60,3097,1.0,0.0,0.7465419832795985,0.7465419832795985,0.9977097918190676,0.009658065322448244,0.0025098813586232577,0.0005298351341023823,0.25345801672040147
density,reliability,all,8,0.8,0.9,False,8442,60,8442,1.0,0.0,0.8463474116582965,0.8463474116582965,0.9997127214187631,0.0018044416276588153,0.0002903307460664354,1.0910232307139368e-05,0.15365258834170348
density,reliability,all,9,0.9,1.0,True,51372,33,51372,1.0,0.0,0.98024291315334,0.98024291315334,0.9999273728375007,0.000540618857317228,7.319410377314164e-05,2.012560894219556e-06,0.01975708684666
density,local_density,all,0,0.0,2.0,False,11950,1039,11529,0.9647698744769875,0.03523012552301252,1.0,0.11750309741540454,0.9365738599995636,0.18988684812575785,0.12128013501267491,0.05691858266515846,0.8472667770615829
density,local_density,all,1,2.0,4.0,False,25896,294,25734,0.9937442075996293,0.006255792400370663,2.891913809082484,0.30281959128622377,0.9837672331641727,0.045987034107557785,0.02367744431649748,0.011612547302269705,0.6909246163134055
density,local_density,all,2,4.0,8.0,False,22798,244,22783,0.9993420475480306,0.0006579524519694235,5.187033950346522,0.47448588130729763,0.9967503020821629,0.011326089523069027,0.0039884685569423935,0.001549360660184896,0.524856166240733
density,local_density,all,3,8.0,16.0,False,10887,149,10887,1.0,0.0,11.677046018186829,0.7558479356842779,0.9988291634103655,0.005394788287252536,0.0012479621706762128,0.00019965454729981523,0.24415206431572212
density,local_density,all,4,16.0,32.0,False,20031,40,20031,1.0,0.0,22.95691677899256,0.9364384848906264,0.9997691753009825,0.00145629443401895,0.00023325064329883912,8.681881300712795e-06,0.06356151510937358
density,local_density,all,5,32.0,64.0,False,28476,3,28476,1.0,0.0,46.37463126843658,0.9948618448760636,0.9999874310320096,0.00018486672813243342,1.2569065425210532e-05,2.2820577284386815e-10,0.00513815512393645
density,local_density,all,6,64.0,inf,True,6223,0,6223,1.0,0.0,67.71942792865178,0.9997805152799888,0.9999875332100567,0.00018389513263053776,1.2466869433591759e-05,1.7349146546511298e-10,0.00021948472001120933
view,reliability,all,0,0.0,0.1,False,0,0,0,,,,,,,,,
view,reliability,all,1,0.1,0.2,False,0,0,0,,,,,,,,,
view,reliability,all,2,0.2,0.30000000000000004,False,0,0,0,,,,,,,,,
view,reliability,all,3,0.30000000000000004,0.4,False,0,0,0,,,,,,,,,
view,reliability,all,4,0.4,0.5,False,0,0,0,,,,,,,,,
view,reliability,all,5,0.5,0.6000000000000001,False,0,0,0,,,,,,,,,
view,reliability,all,6,0.6000000000000001,0.7000000000000001,False,0,0,0,,,,,,,,,
view,reliability,all,7,0.7000000000000001,0.8,False,0,0,0,,,,,,,,,
view,reliability,all,8,0.8,0.9,False,0,0,0,,,,,,,,,
view,reliability,all,9,0.9,1.0,True,126261,1769,125663,0.9952637789974735,0.004736221002526464,1.0,1.0,0.9899398962594916,0.030195808662618395,0.01720303279243995,0.008067142391695993,0.004736221002526464
view,view_radius,all,0,0.0,0.2,False,20789,217,20716,0.9964885275867045,0.0035114724132955244,0.12710712782592787,1.0,0.9945576179651023,0.018594632729089212,0.013698501347990739,0.0057229273608454005,0.0035114724132955244
view,view_radius,all,1,0.2,0.4,False,47270,847,47088,0.9961497778718003,0.003850222128199743,0.30586068634570596,1.0,0.9918222690534294,0.0257485513574204,0.014133720601776508,0.006505670604323705,0.003850222128199743
view,view_radius,all,2,0.4,0.6000000000000001,False,37866,516,37604,0.9930808640997201,0.006919135900279927,0.48985061654252504,1.0,0.9858031142894912,0.03999046614580425,0.02272295547043262,0.011187499605257388,0.006919135900279927
view,view_radius,all,3,0.6000000000000001,0.8,False,19022,188,18941,0.9957417726842603,0.00425822731573966,0.6771844722622901,1.0,0.9877567495329735,0.0364977302617537,0.018859226669159405,0.008855145224314341,0.00425822731573966
view,view_radius,all,4,0.8,1.0,True,1314,1,1314,1.0,0.0,0.8356629208493249,1.0,0.9999807064577292,0.00024074502622558277,1.930326693627037e-05,3.549265419326932e-08,0.0
motion,reliability,all,0,0.0,0.1,False,0,0,0,,,,,,,,,
motion,reliability,all,1,0.1,0.2,False,0,0,0,,,,,,,,,
motion,reliability,all,2,0.2,0.30000000000000004,False,0,0,0,,,,,,,,,
motion,reliability,all,3,0.30000000000000004,0.4,False,0,0,0,,,,,,,,,
motion,reliability,all,4,0.4,0.5,False,0,0,0,,,,,,,,,
motion,reliability,all,5,0.5,0.6000000000000001,False,0,0,0,,,,,,,,,
motion,reliability,all,6,0.6000000000000001,0.7000000000000001,False,0,0,0,,,,,,,,,
motion,reliability,all,7,0.7000000000000001,0.8,False,0,0,0,,,,,,,,,
motion,reliability,all,8,0.8,0.9,False,0,0,0,,,,,,,,,
motion,reliability,all,9,0.9,1.0,True,126261,1769,125663,0.9952637789974735,0.004736221002526464,0.9792750150591022,0.9792750150591022,0.9899398962594916,0.030195808662618395,0.01720303279243995,0.008067142391695993,0.015988763938371342
motion,relative_rotation_rad,all,0,0.0,0.001,False,126261,1769,125663,0.9952637789974735,0.004736221002526464,5.324083236461146e-06,0.9792750150591022,0.9899398962594916,0.030195808662618395,0.01720303279243995,0.008067142391695993,0.015988763938371342
motion,relative_rotation_rad,all,1,0.001,0.0025,False,0,0,0,,,,,,,,,
motion,relative_rotation_rad,all,2,0.0025,0.005,False,0,0,0,,,,,,,,,
motion,relative_rotation_rad,all,3,0.005,0.01,False,0,0,0,,,,,,,,,
motion,relative_rotation_rad,all,4,0.01,0.02,False,0,0,0,,,,,,,,,
motion,relative_rotation_rad,all,5,0.02,0.05,False,0,0,0,,,,,,,,,
motion,relative_rotation_rad,all,6,0.05,inf,True,0,0,0,,,,,,,,,
motion,relative_translation_m,all,0,0.0,0.02,False,24574,353,24471,0.9958085781720518,0.004191421827948183,0.0,1.0,0.9901013393795108,0.029898767891800695,0.01645770742565498,0.0074718537890944405,0.004191421827948183
motion,relative_translation_m,all,1,0.02,0.05,False,0,0,0,,,,,,,,,
motion,relative_translation_m,all,2,0.05,0.1,False,22532,301,22435,0.9956950115391443,0.0043049884608556965,0.09675843053241216,0.9988303451158851,0.9896158734840071,0.031234675960312402,0.016023650187401362,0.007482558351834048,0.003135333576740784
motion,relative_translation_m,all,3,0.1,0.25,False,26238,381,26107,0.9950072414055949,0.004992758594405067,0.2297132631185281,0.9932291762127692,0.989716326944148,0.030816861975840604,0.01705066257261353,0.008021192459323903,0.0017780651928257507
motion,relative_translation_m,all,4,0.25,0.5,False,25795,354,25666,0.9949990308199264,0.0050009691800736444,0.4717950048970875,0.9722479461837956,0.9898616279683363,0.0302228648375042,0.017862551593196982,0.008439080945687131,0.022751084636130736
motion,relative_translation_m,all,5,0.5,1.0,False,27122,380,26984,0.9949118796548927,0.005088120345107305,0.7173552738194922,0.9374350874915024,0.9903535280053878,0.028975345978706043,0.018378280811847884,0.008782869441024119,0.0574767921633903
motion,relative_translation_m,all,6,1.0,inf,True,0,0,0,,,,,,,,,
motion,time_offset_ms,all,0,-0.5,10.0,False,24574,353,24471,0.9958085781720518,0.004191421827948183,0.0,1.0,0.9901013393795108,0.029898767891800695,0.01645770742565498,0.0074718537890944405,0.004191421827948183
motion,time_offset_ms,all,1,10.0,35.0,False,24865,353,24755,0.9955761109993967,0.004423889000603309,20.0,0.9988178739599507,0.9898245881754876,0.030699718859391933,0.01661846544490013,0.007718028601046991,0.0032417629605540066
motion,time_offset_ms,all,2,35.0,75.0,False,25302,356,25170,0.994783021105051,0.005216978894948987,50.0,0.9926446952675465,0.9895779225650831,0.031053007608565365,0.01754586098654194,0.00821471685765504,0.0021383258375045067
motion,time_offset_ms,all,3,75.0,125.0,False,25874,355,25746,0.995052948906238,0.004947051093762034,100.0,0.9709105038832704,0.9899507025687009,0.029975983089245574,0.017684572061883914,0.008359823408915152,0.024142445022967585
motion,time_offset_ms,all,4,125.0,inf,True,25646,352,25521,0.9951259455665601,0.004874054433439912,150.0,0.9357171404206472,0.990243214057544,0.029367947476250083,0.017659919115265755,0.00853515216895536,0.059408805145912846
motion_v1_diagnostic,reliability,all,0,0.0,0.1,False,0,0,0,,,,,,,,,
motion_v1_diagnostic,reliability,all,1,0.1,0.2,False,0,0,0,,,,,,,,,
motion_v1_diagnostic,reliability,all,2,0.2,0.30000000000000004,False,0,0,0,,,,,,,,,
motion_v1_diagnostic,reliability,all,3,0.30000000000000004,0.4,False,0,0,0,,,,,,,,,
motion_v1_diagnostic,reliability,all,4,0.4,0.5,False,0,0,0,,,,,,,,,
motion_v1_diagnostic,reliability,all,5,0.5,0.6000000000000001,False,0,0,0,,,,,,,,,
motion_v1_diagnostic,reliability,all,6,0.6000000000000001,0.7000000000000001,False,0,0,0,,,,,,,,,
motion_v1_diagnostic,reliability,all,7,0.7000000000000001,0.8,False,0,0,0,,,,,,,,,
motion_v1_diagnostic,reliability,all,8,0.8,0.9,False,0,0,0,,,,,,,,,
motion_v1_diagnostic,reliability,all,9,0.9,1.0,True,126261,1769,125663,0.9952637789974735,0.004736221002526464,0.9931171285830512,0.9931171285830512,0.9899398962594916,0.030195808662618395,0.01720303279243995,0.008067142391695993,0.002146650414422302
motion_v1_diagnostic,angular_rms,all,0,0.0,0.25,False,126261,1769,125663,0.9952637789974735,0.004736221002526464,0.0002773095314526906,0.9931171285830512,0.9899398962594916,0.030195808662618395,0.01720303279243995,0.008067142391695993,0.002146650414422302
motion_v1_diagnostic,angular_rms,all,1,0.25,0.5,False,0,0,0,,,,,,,,,
motion_v1_diagnostic,angular_rms,all,2,0.5,1.0,False,0,0,0,,,,,,,,,
