factor,axis,stratum,bin_index,bin_left,bin_right,right_closed,sample_count,unsupported_count,correct_count,accuracy,error_rate,mean_raw_value,mean_reliability,mean_pred_confidence,mean_entropy,nll,brier,reliability_gap
semantic,reliability,all,0,0.0,0.1,False,0,0,0,,,,,,,,,
semantic,reliability,all,1,0.1,0.2,False,0,0,0,,,,,,,,,
semantic,reliability,all,2,0.2,0.30000000000000004,False,0,0,0,,,,,,,,,
semantic,reliability,all,3,0.30000000000000004,0.4,False,0,0,0,,,,,,,,,
semantic,reliability,all,4,0.4,0.5,False,0,1,0,,,,,,,,,
semantic,reliability,all,5,0.5,0.6000000000000001,False,12,48,4,0.3333333333333333,0.6666666666666667,0.5778078198106366,0.5778078198106366,0.4458328777807489,1.2740018368258745,1.1490396257260846,0.6559017292761228,0.24447448647730324
semantic,reliability,all,6,0.6000000000000001,0.7000000000000001,False,242,277,145,0.5991735537190083,0.40082644628099173,0.6623131623691574,0.6623131623691574,0.538541668380341,1.0189995731817032,0.828517461152355,0.49565056908071087,0.06313960865014911
semantic,reliability,all,7,0.7000000000000001,0.8,False,1352,446,1157,0.8557692307692307,0.14423076923076927,0.7654778114151292,0.7654778114151292,0.6626224662259613,0.7076912199073392,0.48094435707292454,0.28435198055639166,0.09029141935410157
semantic,reliability,all,8,0.8,0.9,False,2270,193,2239,0.9863436123348017,0.013656387665198277,0.8526602970911539,0.8526602970911539,0.8529715364977788,0.4446104427113161,0.1826528946863194,0.06369104532288726,0.13368331524364785
semantic,reliability,all,9,0.9,1.0,True,71927,96,71923,0.9999443880601165,5.5611939883459804e-05,0.9951297892625587,0.9951297892625587,0.9971082767133551,0.01469628694317935,0.0030954928391269455,0.0002885525658961042,0.004814598797557856
semantic,entropy,all,0,0.0,0.2564949357461537,False,71441,80,71439,0.9999720048711525,2.7995128847546624e-05,0.012903682167688054,0.995723841560213,0.9975690724225977,0.012903682167688054,0.002548410859601136,0.00017943116547972036,0.004248163310939468
semantic,entropy,all,1,0.2564949357461537,0.5129898714923073,False,2120,127,2105,0.9929245283018868,0.007075471698113178,0.3721703198183907,0.8766662698718113,0.8899760160084507,0.3721703198183907,0.13233839085557825,0.03614803184719453,0.11625825843007553
semantic,entropy,all,2,0.5129898714923073,0.769484807238461,False,1722,406,1546,0.8977932636469221,0.10220673635307786,0.6334795392247088,0.7900708617210672,0.7132413848688101,0.6334795392247088,0.3967121760833956,0.2209834413633439,0.10772240192585492
semantic,entropy,all,3,0.769484807238461,1.0259797429846147,False,400,242,306,0.765,0.235,0.8755640012322644,0.7098463566610264,0.6141757046913084,0.8755640012322644,0.6162880072542471,0.3584866918146137,0.05515364333897366
semantic,entropy,all,4,1.0259797429846147,1.2824746787307684,False,116,179,69,0.5948275862068966,0.4051724137931034,1.1011431782272587,0.6350915472188985,0.4923384901931123,1.1011431782272587,0.9109044973030306,0.5358182399004069,0.040263961012001914
semantic,entropy,all,5,1.2824746787307684,1.538969614476922,False,4,27,3,0.75,0.25,1.3367431285867355,0.5570159480952777,0.43264781665184515,1.3367431285867355,0.9652889022393877,0.5149703700475413,0.19298405190472234
semantic,entropy,all,6,1.538969614476922,1.7954645502230757,False,0,0,0,,,,,,,,,
semantic,entropy,all,7,1.7954645502230757,2.0519594859692294,False,0,0,0,,,,,,,,,
semantic,entropy,all,8,2.0519594859692294,2.308454421715383,False,0,0,0,,,,,,,,,
semantic,entropy,all,9,2.308454421715383,2.5649493574615367,True,0,0,0,,,,,,,,,
range,reliability,all,0,0.0,0.1,False,3390,167,3321,0.9796460176991151,0.02035398230088492,0.04553295799311738,0.04553295799311738,0.9156040067622222,0.26050224364603214,0.11297010509232977,0.048697520168800454,0.9341130597059977
range,reliability,all,1,0.1,0.2,False,2080,48,2073,0.9966346153846154,0.0033653846153846034,0.15930533669767102,0.15930533669767102,0.9440834961368276,0.16607471838888777,0.06491751168271767,0.02419828243701503,0.8373292786869444
range,reliability,all,2,0.2,0.30000000000000004,False,1990,5,1953,0.9814070351758793,0.01859296482412065,0.26049946628718523,0.26049946628718523,0.9485743383674657,0.14440856537541671,0.07152386402876414,0.03379885430669373,0.7209075688886941
range,reliability,all,3,0.30000000000000004,0.4,False,2337,0,2319,0.9922978177150192,0.007702182284980763,0.35731496032633103,0.35731496032633103,0.9698094991399255,0.08719425236384719,0.039253571532962765,0.017278707169690672,0.6349828573886882
range,reliability,all,4,0.4,0.5,False,2702,0,2666,0.9866765358993338,0.013323464100666205,0.45483188816721865,0.45483188816721865,0.9666385105883601,0.08559904906653966,0.04419605624322887,0.022748125990122055,0.5318446477321151
range,reliability,all,5,0.5,0.6000000000000001,False,4873,0,4830,0.9911758670223682,0.008824132977631849,0.558058612169905,0.558058612169905,0.9752345465810444,0.06839869815222022,0.03273432334310301,0.015545984550525157,0.4331172548524631
range,reliability,all,6,0.6000000000000001,0.7000000000000001,False,5543,116,5493,0.9909796139274761,0.009020386072523867,0.6563867087493784,0.6563867087493784,0.9812600078921065,0.05345016254309252,0.028415867870572126,0.014169342492834988,0.3345929051780977
range,reliability,all,7,0.7000000000000001,0.8,False,7772,110,7741,0.9960113226968605,0.003988677303139454,0.7560635233624486,0.7560635233624486,0.9882212230406519,0.035714109405081115,0.01612164982105056,0.007213174147223307,0.2399477993344119
range,reliability,all,8,0.8,0.9,False,11769,160,11739,0.9974509304104002,0.002549069589599773,0.8591957859614571,0.8591957859614571,0.9922611174582775,0.02293035407590382,0.010853777400065387,0.004950952745759036,0.13825514444894316
range,reliability,all,9,0.9,1.0,True,33347,455,33333,0.999580172129427,0.00041982787057304183,0.9454364583455152,0.9454364583455152,0.998693142118242,0.004708633995187115,0.0018069410662992016,0.000733145799900349,0.05414371378391181
range,range_m,all,0,0.0,5.0,False,21635,185,21630,0.9997688929974579,0.00023110700254214134,4.156456368336865,0.9573705033247669,0.9995978347863316,0.001983073948271647,0.0006404154168894824,0.000260470924863627,0.04239838967269094
range,range_m,all,1,5.0,10.0,False,25425,430,25382,0.9983087512291052,0.001691248770894771,6.9245270591917585,0.8836263432907399,0.9944914787858382,0.016992518616802503,0.007533402059280665,0.0032948609602451505,0.11468240793836537
range,range_m,all,2,10.0,15.0,False,13571,226,13469,0.9924839731781003,0.007516026821899668,12.329061542069653,0.6829775568295934,0.98215030193095,0.05047116410748415,0.025766776362075316,0.012516681549055227,0.30950641634850695
range,range_m,all,3,15.0,20.0,False,6527,0,6470,0.9912670445840356,0.008732955415964416,17.318312110040136,0.4737602235045511,0.973217102204246,0.07335363442675724,0.03440108393137007,0.016472913803037594,0.5175068210794844
range,range_m,all,4,20.0,30.0,False,5201,48,5142,0.9886560276869832,0.011343972313016759,24.216296239920403,0.23873092564002116,0.9497882558738677,0.14481275378418607,0.06455137411353681,0.027811006487346614,0.749925102046962
range,range_m,all,5,30.0,40.0,False,2874,43,2827,0.9836464857341684,0.016353514265831648,34.6816450916239,0.05490050423048914,0.9251187424999646,0.23325708633734066,0.09918858277770642,0.04162393960579534,0.9287459815036793
range,range_m,all,6,40.0,inf,True,570,129,548,0.9614035087719298,0.038596491228070184,48.46625462721583,0.003671237006273735,0.870105785195116,0.39087027141949576,0.17787621201575643,0.08163782497402151,0.9577322717656561
density,reliability,all,0,0.0,0.1,False,0,0,0,,,,,,,,,
density,reliability,all,1,0.1,0.2,False,5804,207,5693,0.9808752584424535,0.01912474155754651,0.11750309741540452,0.11750309741540452,0.9250120841820934,0.2245468789498615,0.10033526120477697,0.04433309987039331,0.863372161027049
density,reliability,all,2,0.2,0.30000000000000004,False,1718,13,1666,0.969732246798603,0.030267753201396963,0.221199216928595,0.221199216928595,0.919095476881956,0.21677761542832794,0.11629177159797478,0.05478161302310627,0.748533029870008
density,reliability,all,3,0.30000000000000004,0.4,False,13718,33,13640,0.9943140399475142,0.005685960052485783,0.32318379187095836,0.32318379187095836,0.9787562225868215,0.060526894159089316,0.02681807627469071,0.011831266694503271,0.6711302480765559
density,reliability,all,4,0.4,0.5,False,9208,109,9179,0.9968505647263249,0.003149435273675061,0.4647385714810097,0.4647385714810097,0.993028559655192,0.019727730305901338,0.009657764133010902,0.004877174369149285,0.5321119932453152
density,reliability,all,5,0.5,0.6000000000000001,False,3446,64,3410,0.9895531050493326,0.010446894950667418,0.5651143086740902,0.5651143086740902,0.98302907517637,0.04883463251195489,0.029674825361185306,0.01604953260540868,0.4244387963752424
density,reliability,all,6,0.6000000000000001,0.7000000000000001,False,2811,40,2808,0.9989327641408752,0.0010672358591248265,0.6428081243924492,0.6428081243924492,0.9878268681909605,0.03602553595828215,0.01410234688996441,0.005608525274797752,0.356124639748426
density,reliability,all,7,0.7000000000000001,0.8,False,3702,30,3682,0.9945975148568341,0.0054024851431658805,0.7437043418378734,0.7437043418378734,0.988949949377512,0.032543053613801734,0.015727263286088932,0.007833388424206139,0.25089317301896075
density,reliability,all,8,0.8,0.9,False,5801,165,5801,1.0,0.0,0.8474179187473707,0.8474179187473707,0.9958938300981259,0.015371033651547352,0.004498272699840594,0.0011775914521911838,0.1525820812526293
density,reliability,all,9,0.9,1.0,True,29595,400,29589,0.9997972630511911,0.00020273694880890147,0.9806686438821838,0.9806686438821838,0.9990221900478432,0.0039926137731209925,0.0012375712187186025,0.0004074472943808572,0.01912861916900732
density,local_density,all,0,0.0,2.0,False,5804,207,5693,0.9808752584424535,0.01912474155754651,1.0,0.11750309741540452,0.9250120841820934,0.2245468789498615,0.10033526120477697,0.04433309987039331,0.863372161027049
density,local_density,all,1,2.0,4.0,False,13657,36,13547,0.9919455224427034,0.008054477557296602,2.8742037050596765,0.3011989130261337,0.9720648234575077,0.07819736363790009,0.036838703775530744,0.016516503966940498,0.6907466094165697
density,local_density,all,2,4.0,8.0,False,14433,183,14348,0.9941107184923439,0.005889281507656108,5.276726945195039,0.4799195337254401,0.9881119494999524,0.03358467168782577,0.0177206122642911,0.009080991059499131,0.5141911847669038
density,local_density,all,3,8.0,16.0,False,9939,140,9916,0.9976858838917396,0.002314116108260378,11.227990743535567,0.7433130404719189,0.99097020181212,0.02788554237430004,0.011443527437765848,0.0049028361151681795,0.2543728434198207
density,local_density,all,4,16.0,32.0,False,11862,235,11862,1.0,0.0,22.799190692969145,0.9342194365179947,0.9977795105203197,0.008591708724749935,0.0024276246176303546,0.0005971798711457843,0.06578056348200534
density,local_density,all,5,32.0,64.0,False,15942,205,15941,0.999937272613223,6.272738677703948e-05,46.80918328942416,0.9951202783663834,0.999505607119815,0.002208159782255036,0.0005828519507860986,0.00018539955255028658,0.004816994246839568
density,local_density,all,6,64.0,inf,True,4166,55,4161,0.998799807969275,0.001200192030724967,69.65122419587134,0.9998032238487692,0.9990600296780384,0.003552376160659027,0.002102471849454031,0.0011727565382346702,0.0010034158794941517
view,reliability,all,0,0.0,0.1,False,0,0,0,,,,,,,,,
view,reliability,all,1,0.1,0.2,False,0,0,0,,,,,,,,,
view,reliability,all,2,0.2,0.30000000000000004,False,0,0,0,,,,,,,,,
view,reliability,all,3,0.30000000000000004,0.4,False,0,0,0,,,,,,,,,
view,reliability,all,4,0.4,0.5,False,0,0,0,,,,,,,,,
view,reliability,all,5,0.5,0.6000000000000001,False,0,0,0,,,,,,,,,
view,reliability,all,6,0.6000000000000001,0.7000000000000001,False,0,0,0,,,,,,,,,
view,reliability,all,7,0.7000000000000001,0.8,False,0,0,0,,,,,,,,,
view,reliability,all,8,0.8,0.9,False,0,0,0,,,,,,,,,
view,reliability,all,9,0.9,1.0,True,75803,1061,75468,0.9955806498423545,0.004419350157645496,1.0,1.0,0.9852749239427244,0.0433361474345785,0.019811855154123266,0.008938901223846683,0.004419350157645496
view,view_radius,all,0,0.0,0.2,False,12317,88,12222,0.9922870828935617,0.007712917106438288,0.13087445557569735,1.0,0.9729215738762621,0.08108166418681516,0.03501118401074867,0.01510682524663611,0.007712917106438288
view,view_radius,all,1,0.2,0.4,False,28515,882,28385,0.995440995967035,0.004559004032965053,0.3040658436191495,1.0,0.9827992114906631,0.04864982630502753,0.022952802706437934,0.010305353441879921,0.004559004032965053
view,view_radius,all,2,0.4,0.6000000000000001,False,21846,62,21769,0.9964753272910373,0.0035246727089627283,0.4917961064188446,1.0,0.9920412633056007,0.023955009636314247,0.011517433774374114,0.0056843852911490165,0.0035246727089627283
view,view_radius,all,3,0.6000000000000001,0.8,False,12175,29,12142,0.9972895277207392,0.0027104722792608005,0.6790935426157624,1.0,0.9903335951109941,0.030528239502102414,0.01345392836391611,0.006033608524562009,0.0027104722792608005
view,view_radius,all,4,0.8,1.0,True,950,0,950,1.0,0.0,0.8370889238269621,1.0,0.9993216419891296,0.0042893396352349875,0.0006891553135592726,2.8783848677206346e-05,0.0
motion,reliability,all,0,0.0,0.1,False,0,0,0,,,,,,,,,
motion,reliability,all,1,0.1,0.2,False,0,0,0,,,,,,,,,
motion,reliability,all,2,0.2,0.30000000000000004,False,0,0,0,,,,,,,,,
motion,reliability,all,3,0.30000000000000004,0.4,False,0,0,0,,,,,,,,,
motion,reliability,all,4,0.4,0.5,False,0,0,0,,,,,,,,,
motion,reliability,all,5,0.5,0.6000000000000001,False,0,0,0,,,,,,,,,
motion,reliability,all,6,0.6000000000000001,0.7000000000000001,False,0,0,0,,,,,,,,,
motion,reliability,all,7,0.7000000000000001,0.8,False,0,0,0,,,,,,,,,
motion,reliability,all,8,0.8,0.9,False,0,0,0,,,,,,,,,
motion,reliability,all,9,0.9,1.0,True,75803,1061,75468,0.9955806498423545,0.004419350157645496,0.9758177053596081,0.9758177053596081,0.9852749239427244,0.0433361474345785,0.019811855154123266,0.008938901223846683,0.019762944482746403
motion,relative_rotation_rad,all,0,0.0,0.001,False,14919,210,14861,0.9961123399691668,0.0038876600308331843,1.691186958000394e-08,1.0,0.9855338385590061,0.04261294761513804,0.018729379708564885,0.008250838896975443,0.0038876600308331843
motion,relative_rotation_rad,all,1,0.001,0.0025,False,15094,212,15027,0.9955611501258779,0.0044388498741221305,0.0018835372684949008,0.9985984370529027,0.9855688084562274,0.04282080844383962,0.0192902915641978,0.008646719075399632,0.0030372869270248737
motion,relative_rotation_rad,all,2,0.0025,0.005,False,6583,51,6560,0.9965061522102385,0.003493847789761473,0.0038621042387056927,0.9943463345184599,0.9842849664338118,0.04627805178230365,0.02065585109075044,0.008993641760272989,0.0021598176917786427
motion,relative_rotation_rad,all,3,0.005,0.01,False,15331,214,15272,0.9961515882851738,0.0038484117148261943,0.006363526054721843,0.9840980558220899,0.9850132863824445,0.04415340439060477,0.0194743682849126,0.008499600778212093,0.012053532463083938
motion,relative_rotation_rad,all,4,0.01,0.02,False,23876,374,23748,0.9946389680013402,0.005361031998659782,0.012900513879956025,0.9358801933554354,0.9853682987002516,0.04277793090410988,0.02080196731443791,0.009820537904361904,0.05875877464590484
motion,relative_rotation_rad,all,5,0.02,0.05,False,0,0,0,,,,,,,,,
motion,relative_rotation_rad,all,6,0.05,inf,True,0,0,0,,,,,,,,,
motion,relative_translation_m,all,0,0.0,0.02,False,14919,210,14861,0.9961123399691668,0.0038876600308331843,0.0,1.0,0.9855338385590061,0.04261294761513804,0.018729379708564885,0.008250838896975443,0.0038876600308331843
motion,relative_translation_m,all,1,0.02,0.05,False,0,0,0,,,,,,,,,
motion,relative_translation_m,all,2,0.05,0.1,False,15094,212,15027,0.9955611501258779,0.0044388498741221305,0.072487873795455,0.9985984370529027,0.9855688084562274,0.04282080844383962,0.0192902915641978,0.008646719075399632,0.0030372869270248737
motion,relative_translation_m,all,3,0.1,0.25,False,15330,214,15270,0.9960861056751468,0.003913894324853229,0.1811086267794961,0.9912865037826332,0.9848359265874349,0.04450242812290956,0.019821209254905887,0.00876390274783654,0.004799601892513605
motion,relative_translation_m,all,4,0.25,0.5,False,21261,261,21169,0.9956728281830581,0.004327171816941866,0.38269744495532804,0.961566898757856,0.9851579709734586,0.04367858316010562,0.02006414183031933,0.009050709382147578,0.034105929425202186
motion,relative_translation_m,all,5,0.5,1.0,False,9199,164,9141,0.9936949668442222,0.006305033155777795,0.6166806580910806,0.90637773377751,0.9853746876701995,0.042619584321185434,0.02182453768603089,0.010567444824982902,0.08731723306671224
motion,relative_translation_m,all,6,1.0,inf,True,0,0,0,,,,,,,,,
motion,time_offset_ms,all,0,-0.5,10.0,False,14919,210,14861,0.9961123399691668,0.0038876600308331843,0.0,1.0,0.9855338385590061,0.04261294761513804,0.018729379708564885,0.008250838896975443,0.0038876600308331843
motion,time_offset_ms,all,1,10.0,35.0,False,15094,212,15027,0.9955611501258779,0.0044388498741221305,20.0,0.9985984370529027,0.9855688084562274,0.04282080844383962,0.0192902915641978,0.008646719075399632,0.0030372869270248737
motion,time_offset_ms,all,2,35.0,75.0,False,15330,214,15270,0.9960861056751468,0.003913894324853229,50.0,0.9912865037826332,0.9848359265874349,0.04450242812290956,0.019821209254905887,0.00876390274783654,0.004799601892513605
motion,time_offset_ms,all,3,75.0,125.0,False,15566,215,15489,0.995053321341385,0.004946678658614978,100.0,0.9656458112715021,0.9849726054011848,0.04408440279394824,0.020524082481561505,0.009411661048540798,0.02940751006988296
motion,time_offset_ms,all,4,125.0,inf,True,14894,210,14821,0.9950986974620653,0.004901302537934749,150.0,0.9232173968885382,0.9854855510319612,0.042600382627030496,0.020670724702580308,0.009610255219368289,0.07188130057352704
motion_v1_diagnostic,reliability,all,0,0.0,0.1,False,0,0,0,,,,,,,,,
motion_v1_diagnostic,reliability,all,1,0.1,0.2,False,0,0,0,,,,,,,,,
motion_v1_diagnostic,reliability,all,2,0.2,0.30000000000000004,False,0,0,0,,,,,,,,,
motion_v1_diagnostic,reliability,all,3,0.30000000000000004,0.4,False,0,0,0,,,,,,,,,
motion_v1_diagnostic,reliability,all,4,0.4,0.5,False,0,0,0,,,,,,,,,
motion_v1_diagnostic,reliability,all,5,0.5,0.6000000000000001,False,0,0,0,,,,,,,,,
motion_v1_diagnostic,reliability,all,6,0.6000000000000001,0.7000000000000001,False,11133,140,11094,0.9964969011048235,0.0035030988951765263,0.6618629957341895,0.6618629957341895,0.9883837166741336,0.03469964977835702,0.01544398443728668,0.0066737826521040735,0.334633905370634
motion_v1_diagnostic,reliability,all,7,0.7000000000000001,0.8,False,0,0,0,,,,,,,,,
motion_v1_diagnostic,reliability,all,8,0.8,0.9,False,0,0,0,,,,,,,,,
motion_v1_diagnostic,reliability,all,9,0.9,1.0,True,64670,921,64374,0.9954229163445183,0.004577083655481706,0.9785053947258718,0.9785053947258718,0.9847397424137503,0.04482292845215564,0.020563788116710887,0.009328843470007354,0.01691752161864646
motion_v1_diagnostic,angular_rms,all,0,0.0,0.25,False,75803,1061,75468,0.9955806498423545,0.004419350157645496,0.0944240024113777,0.9320009050885962,0.9852749239427244,0.0433361474345785,0.019811855154123266,0.008938901223846683,0.06357974475375827
motion_v1_diagnostic,angular_rms,all,1,0.25,0.5,False,0,0,0,,,,,,,,,
motion_v1_diagnostic,angular_rms,all,2,0.5,1.0,False,0,0,0,,,,,,,,,
motion_v1_diagnostic,angular_rms,all,3,1.0,2.0,False,0,0,0,,,,,,,,,
motion_v1_diagnostic,angular_rms,all,4,2.0,4.0,False,0,0,0,,,,,,,,,
motion_v1_diagnostic,angular_rms,all,5,4.0,inf,True,0,0,0,,,,,,,,,
motion_v1_diagnostic,accel_deviation,all,0,0.0,0.25,False,38242,736,38041,0.9947439987448355,0.005256001255164455,0.01738656003444045,0.9985439750706324,0.9849888302753576,0.04398168942459917,0.020559585645915607,0.009578425456958105,0.003799976325796872
